movie_id,title,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie
4174.0,Spellbound,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4232.0,Scream,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4233.0,Scream 2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4234.0,Scream 3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4244.0,The Kid,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4248.0,Scary Movie 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4251.0,Veer-Zaara,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4256.0,Scary Movie 3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4257.0,Scary Movie 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4258.0,Scary Movie 5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4327.0,Charlie's Angels,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4347.0,Atonement,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4348.0,Pride & Prejudice,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4349.0,The Kingdom,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4379.0,Monster-in-Law,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4380.0,Shall We Dance?,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4421.0,G.I. Jane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4442.0,The Brothers Grimm,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4464.0,Seabiscuit,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4474.0,My Super Ex-Girlfriend,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4476.0,Legends of the Fall,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4477.0,The Devil's Own,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4512.0,The Assassination of Jesse James by the Coward Robert Ford,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4513.0,30 Days of Night,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4515.0,Lions for Lambs,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4517.0,Elizabeth: The Golden Age,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4518.0,Elizabeth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4523.0,Enchanted,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4547.0,Panic Room,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4550.0,Sympathy for Lady Vengeance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4551.0,Be Cool,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4553.0,The Machinist,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4566.0,Michael Clayton,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4584.0,Sense and Sensibility,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4597.0,Armored,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4599.0,Raising Helen,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4614.0,The Sum of All Fears,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4638.0,Hot Fuzz,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4657.0,Jindabyne,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4688.0,Across the Universe,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4723.0,Southland Tales,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4806.0,Runaway Bride,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4816.0,Ghost Dog: The Way of the Samurai,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4824.0,The Jackal,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4836.0,Layer Cake,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4858.0,The Invasion,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4911.0,Dark Blue,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4912.0,Confessions of a Dangerous Mind,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4922.0,The Curious Case of Benjamin Button,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4929.0,Hang 'em High,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4935.0,Howl's Moving Castle,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4942.0,Leatherheads,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4944.0,Burn After Reading,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4951.0,10 Things I Hate About You,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4953.0,Be Kind Rewind,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4958.0,The Legend of Bagger Vance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4959.0,The International,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4960.0,"Synecdoche, New York",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964.0,Knocked Up,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4965.0,Impostor,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4967.0,Keeping the Faith,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4970.0,Gothika,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4982.0,American Gangster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995.0,Boogie Nights,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997.0,Wonderland,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5038.0,Vicky Cristina Barcelona,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5072.0,Severance,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
5123.0,August Rush,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125.0,Rendition,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5126.0,Martian Child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137.0,Sky Captain and the World of Tomorrow,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5172.0,The Astronaut Farmer,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5174.0,Rush Hour 3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5175.0,Rush Hour 2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5176.0,3:10 to Yuma,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5178.0,The Good Heart,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5236.0,Kiss Kiss Bang Bang,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5255.0,The Polar Express,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5279.0,Gosford Park,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5353.0,The Hunting Party,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5393.0,Happily N'Ever After,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5491.0,Battlefield Earth,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5494.0,George and the Dragon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503.0,The Fugitive,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5516.0,The Ladykillers,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5528.0,The Chorus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5550.0,RoboCop 3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5551.0,Space Cowboys,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5559.0,Bee Movie,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5689.0,The Blue Lagoon,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5708.0,Control,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5722.0,Beyond the Valley of the Dolls,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5723.0,Once,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5759.0,Baghead,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5769.0,Tom Jones,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5780.0,Torn Curtain,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5820.0,The Sentinel,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5822.0,Sweet Sweetback's Baadasssss Song,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5852.0,Angel Eyes,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5854.0,Family Plot,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5876.0,The Mist,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5900.0,The Dress,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5902.0,A Bridge Too Far,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5915.0,Into the Wild,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5925.0,The Great Escape,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5955.0,The Pledge,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5966.0,Along Came Polly,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5971.0,We're No Angels,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5994.0,The Family Man,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6007.0,Elling,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6016.0,The Good Thief,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6020.0,Sorority Boys,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6023.0,P.S. I Love You,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6038.0,Shanghai Knights,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6068.0,Six Days Seven Nights,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6071.0,Kiss of Death,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6073.0,The Mexican,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6106.0,Salvador,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6114.0,Dracula,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6116.0,Spice World,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6171.0,Dreamcatcher,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6217.0,Cat People,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6278.0,Reign of Fire,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6282.0,Coyote Ugly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6415.0,Three Kings,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6435.0,Practical Magic,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6439.0,Racing Stripes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6440.0,The Shipping News,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6466.0,Freddy vs. Jason,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6477.0,Alvin and the Chipmunks,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
6478.0,Beyond the Sea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6479.0,I Am Legend,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6488.0,Arachnophobia,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6519.0,The Dukes of Hazzard,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6520.0,First Knight,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6521.0,The Contender,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6537.0,The Orphanage,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6538.0,Charlie Wilson's War,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6552.0,Idle Hands,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6557.0,27 Dresses,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6575.0,Walk Hard: The Dewey Cox Story,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6615.0,Lars and the Real Girl,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6623.0,The Peacemaker,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6639.0,Love in the Time of Cholera,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6687.0,Transsiberian,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6795.0,Zathura: A Space Adventure,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6877.0,Failure to Launch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6933.0,One Missed Call,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6947.0,The Village,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6950.0,Outbreak,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6957.0,The 40 Year Old Virgin,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6961.0,The Wedding Date,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6963.0,The Weather Man,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6964.0,Something's Gotta Give,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6968.0,The Baader Meinhof Complex,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6972.0,Australia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6973.0,In the Valley of Elah,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6977.0,No Country for Old Men,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6978.0,Big Trouble in Little China,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7006.0,White Noise 2: The Light,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7191.0,Cloverfield,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7214.0,Coach Carter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7220.0,The Punisher,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7278.0,Meet the Spartans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7288.0,Duplex,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7299.0,Equilibrium,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7301.0,Lonesome Jim,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7303.0,Maid in Manhattan,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7304.0,Running Scared,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7305.0,Alive,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7326.0,Juno,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7341.0,The Rage: Carrie 2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7345.0,There Will Be Blood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7347.0,Elite Squad,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7350.0,The Bucket List,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7364.0,Sahara,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7443.0,Chicken Run,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
7445.0,Brothers,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7446.0,Tropic Thunder,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7450.0,Titan A.E.,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7451.0,xXx,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7453.0,The Hitchhiker's Guide to the Galaxy,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7459.0,Speed Racer,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7461.0,Vantage Point,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7484.0,Open Season,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7485.0,Shooter,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7501.0,Knockaround Guys,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7504.0,Earth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7509.0,Water,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7510.0,Running with Scissors,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7512.0,Idiocracy,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7515.0,London,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7516.0,Smokin' Aces,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7518.0,Over the Hedge,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
7547.0,Come Early Morning,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7548.0,The Libertine,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7552.0,Fun with Dick and Jane,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7553.0,Waiting...,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7735.0,The Wave,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7737.0,Resident Evil: Extinction,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7859.0,Half Nelson,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7863.0,Shine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7870.0,Down in the Valley,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7873.0,Harsh Times,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7874.0,Black Snake Moan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7913.0,Rang De Basanti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7942.0,"Run, Fatboy, Run",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7944.0,Shine a Light,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7973.0,Caramel,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7978.0,The Wolfman,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7979.0,The Kite Runner,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7980.0,The Lovely Bones,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8007.0,Behind Enemy Lines,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8009.0,Highlander,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8011.0,Highlander: The Final Dimension,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012.0,Get Shorty,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8046.0,Gigli,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8051.0,Punch-Drunk Love,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8053.0,The Three Burials of Melquiades Estrada,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8054.0,The Imaginarium of Doctor Parnassus,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8055.0,The Reader,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8060.0,Married Life,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8065.0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8068.0,Desperado,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8069.0,Barbarella,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8077.0,Alien³,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8078.0,Alien: Resurrection,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8080.0,Suspect Zero,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8090.0,Untraceable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8095.0,Cleopatra,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8141.0,You Kill Me,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
8193.0,Napoleon Dynamite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8195.0,Ronin,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8197.0,Midnight in the Garden of Good and Evil,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8198.0,The Quiet American,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8202.0,Æon Flux,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8204.0,The Spiderwick Chronicles,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8224.0,8MM,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8247.0,Jumper,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8265.0,Welcome to the Sticks,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8271.0,Disturbia,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8272.0,The Savages,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8273.0,American Wedding,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8285.0,The Spirit,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8291.0,Poetic Justice,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8292.0,Four Brothers,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8293.0,Howards End,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8321.0,In Bruges,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8326.0,Holes,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8328.0,Step Up 2: The Streets,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8329.0,[REC],0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8337.0,They Live,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8338.0,Blindness,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8346.0,My Big Fat Greek Wedding,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8355.0,Ice Age: Dawn of the Dinosaurs,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8357.0,What the #$*! Do We (K)now!?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8358.0,Cast Away,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8359.0,Kit Kittredge: An American Girl,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8363.0,Superbad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8367.0,Robin Hood: Prince of Thieves,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8373.0,Transformers: Revenge of the Fallen,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
