movie_id,original_language,overview,popularity,runtime,status,tagline,title,vote_average,vote_count,budget,revenue,release_date
841,en,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",25.876582,137.0,Released,"A world beyond your experience, beyond your imagination.",Dune,6.5,562,40000000.0,30925690.0,1984-12-14
4148,en,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,20.360549,119.0,Released,How do you break free without breaking apart?,Revolutionary Road,6.7,796,35000000.0,75225693.0,2008-12-19
2207,en,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",32.31022,105.0,Released,"For a New York cop and his witness, the distance between life and death just got very short.",16 Blocks,6.2,661,55000000.0,65664721.0,2006-03-01
9381,en,"In Babylon A.D Vin Diesel stars as a veteran-turned-mercenary who is hired to deliver a package from the ravages of post-apocalyptic Eastern Europe to a destination in the teeming megalopolis of New York City. The ""package"" is a mysterious young woman with a secret.",27.568194000000002,101.0,Released,Kill or be Killed.,Babylon A.D.,5.4,676,70000000.0,72108608.0,2008-08-20
9625,en,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",6.250282,92.0,Released,Two good cops. One bad situation.,The Glimmer Man,4.7,100,45000000.0,36404841.0,1996-10-04
9304,en,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",11.120344000000001,117.0,Released,"Sometimes to get more out of life, you have to make more of yourself.",Multiplicity,5.5,154,45000000.0,20133326.0,1996-07-19
20856,en,"It's summer vacation, but the Pearson family kids are stuck at a boring lake house with their nerdy parents. That is until feisty, little, green aliens crash-land on the roof, with plans to conquer the house AND Earth! Using only their wits, courage and video game-playing skills, the youngsters must band together to defeat the aliens and save the world - but the toughest part might be keeping the whole thing a secret from their parents! Featuring an all-star cast including Ashley Tisdale, Andy Richter, Kevin Nealon, Tim Meadows and Doris Roberts, Aliens In The Attic is the most fun you can have on this planet!",13.707182999999999,86.0,Released,The aliens vs. the Pearsons,Aliens in the Attic,5.3,244,45000000.0,57881056.0,2009-07-31
5955,en,A police chief about to retire pledges to help a woman find her daughter's killer. Based on a story by Swiss writer Friedrich Dürrenmatt.,12.495436,123.0,Released,,The Pledge,6.5,215,35000000.0,29400000.0,2001-01-09
9899,en,"After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show.",6.803965,134.0,Released,,The Producers,6.1,151,45000000.0,38058335.0,2005-12-25
9826,en,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,9.025236,100.0,Released,Slam Evil!,The Phantom,4.7,136,45000000.0,17300889.0,1996-06-06
21355,en,"The year is 1949. A young Texan named John Grady finds himself without a home after his mother sells the ranch where he has spent his entire life. Lured south of the border by the romance of cowboy life and the promise of a fresh start, Cole and his pal embark on an adventure that will test their resilience, define their maturity, and change their lives forever.",7.5246710000000006,117.0,Released,Some passions can never be tamed.,All the Pretty Horses,5.8,60,57000000.0,18120267.0,2000-12-11
10858,en,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency.",3.770161,192.0,Released,"Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.",Nixon,7.1,71,44000000.0,13681765.0,1995-12-22
11439,en,"A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident. In director Roman Polanski's tense drama, the author realizes that his discovery threatens some very powerful people who will do anything to ensure that certain episodes from Lang's past remain buried.",21.118195999999998,128.0,Released,Read between the lies.,The Ghost Writer,6.7,670,45000000.0,60222298.0,2010-02-12
9457,en,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",6.513856,106.0,Released,Full Scream Ahead,Deep Rising,6.0,154,45000000.0,11203026.0,1998-01-30
12412,en,"Miracle at St. Anna chronicles the story of four American soldiers who are members of the all-black 92nd ""Buffalo Soldier"" Division stationed in Tuscany, Italy during World War II.",11.387408,160.0,Released,,Miracle at St. Anna,6.3,90,45000000.0,9323833.0,2008-09-15
13184,en,"When carrying out a hit, assassin Joe (Cage) always makes use of the knowledge of the local population. On arriving in Bangkok, Joe meets street kid Kong and he becomes his primary aide. But when Kong is nearly killed, he asks Joe to train him up in the deadly arts and unwittingly becomes a target of a band of killers.",14.813057,99.0,Released,There's only one way out.,Bangkok Dangerous,5.0,332,45000000.0,42487390.0,2008-08-21
2185,en,"The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble.""",5.201688,85.0,Released,They have forty-five minutes to save the world. They need forty-six.,Big Trouble,6.3,80,40000000.0,8493890.0,2002-04-05
6639,en,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader.",5.361699,139.0,Released,How long would you wait for love?,Love in the Time of Cholera,6.4,81,45000000.0,4607608.0,2007-10-04
38153,en,"Bobby Bishop (Sheen) is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust.",3.848893,103.0,Released,,Shadow Conspiracy,4.0,11,45000000.0,2154540.0,1997-01-31
58233,en,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",35.6585,101.0,Released,One man. One mission. No chance.,Johnny English Reborn,6.0,1007,45000000.0,160078586.0,2011-09-15
116977,en,"Dex, a superdog sleuth, is the law of the land when the world's most recognized brands take on the forces of evil and the devilish Brand X.",5.258726,87.0,Released,When good food... goes bad!,Foodfight!,2.3,28,65000000.0,73706.0,2012-06-15
68734,en,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",62.01056,120.0,Released,The movie was fake. The mission was real.,Argo,7.1,3423,44500000.0,232324128.0,2012-10-11
5503,en,"Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",54.884297,130.0,Released,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,The Fugitive,7.2,1220,44000000.0,368875760.0,1993-08-06
27573,en,"Milo Boyd is a bounty hunter whose latest gig is rather satisfying, as he finds out that the bail-skipper he must chase down is his own ex-wife, Nicole -- but she has no intention of getting nabbed without a fight. Complicating matters, Nicole's wannabe-boyfriend, Stewart, joins the chase.",33.747825,110.0,Released,"It's a Job. It Isn't Personal. Well, Maybe a Little...",The Bounty Hunter,5.5,858,40000000.0,136000000.0,2010-03-16
819,en,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes. A moving drama from director Barry Levinson.,16.245068,147.0,Released,When friendship runs deeper than blood.,Sleepers,7.3,715,44000000.0,165615285.0,1996-10-18
1369,en,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,38.653969000000004,96.0,Released,"What most people call hell, he calls home.",Rambo: First Blood Part II,6.3,864,44000000.0,300400432.0,1985-05-21
9623,en,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",3.9373519999999997,118.0,Released,There is no defense.,The Juror,5.5,89,44000000.0,22730924.0,1996-02-02
10895,en,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",46.007991,88.0,Released,For anyone who has ever wished upon a star.,Pinocchio,6.9,1355,2600000.0,84300000.0,1940-02-23
10935,en,"Harvard graduate James Averill (Kris Kristofferson) is the sheriff of prosperous Jackson County, Wyo., when a battle erupts between the area's poverty-stricken immigrants and its wealthy cattle farmers. The politically connected ranch owners fight the immigrants with the help of Nathan Champion (Christopher Walken), a mercenary competing with Averill for the love of local madam Ella Watson (Isabelle Huppert). As the struggle escalates, Averill and Champion begin to question their decisions.",5.3801239999999995,219.0,Released,The only thing greater than their passion for America... was their passion for each other.,Heaven's Gate,6.4,55,44000000.0,3484331.0,1980-11-19
834,en,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",49.020045,106.0,Released,"My God. Brother, what have you done?",Underworld: Evolution,6.4,1528,50000000.0,111340801.0,2006-01-12
228066,en,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,24.821138,109.0,Released,Discover the origin of the monster and his creation.,Victor Frankenstein,5.6,685,40000000.0,34227298.0,2015-11-10
711,en,Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,19.043286,136.0,Released,"In an ordinary place, he found the one person to make his life extraordinary.",Finding Forrester,7.0,302,43000000.0,80049764.0,2000-12-21
10468,en,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction.",5.418921,103.0,Released,The Life of the Party... before she got a life.,28 Days,6.0,208,43000000.0,62063972.0,2000-04-06
10027,en,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.",25.999888000000002,103.0,Released,Serve No Master,Unleashed,6.6,518,45000000.0,50871113.0,2005-02-02
11812,en,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",18.65632,84.0,Released,A romantic comedy without the sugar.,The Sweetest Thing,5.3,280,43000000.0,68696770.0,2002-04-12
37233,en,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",23.736535,154.0,Released,Power can be murder to resist.,The Firm,6.6,501,42000000.0,270248367.0,1993-06-30
37950,en,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",21.75433,99.0,Released,Life is for living.,Charlie St. Cloud,6.8,566,44000000.0,48190704.0,2010-05-01
27582,en,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",44.094856,93.0,Released,Someone has to fix the problems.,The Mechanic,6.3,1045,40000000.0,51070807.0,2011-01-13
64688,en,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",62.714026000000004,109.0,Released,They thought the streets were mean. Then they went back to high school.,21 Jump Street,6.7,4074,42000000.0,201585328.0,2012-03-12
509,en,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,28.969151,124.0,Released,Can the most famous film star in the world fall for the man on the street?,Notting Hill,7.0,1262,42000000.0,363889678.0,1999-05-13
7443,en,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Rocky the american rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",31.789029,84.0,Released,This ain't no chick flick. It's poultry in motion.,Chicken Run,6.5,1150,45000000.0,224834564.0,2000-06-21
5966,en,"Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.",33.238296000000005,90.0,Released,"For the most cautious man on Earth, life is about to get interesting.",Along Came Polly,5.8,773,42000000.0,171963386.0,2004-01-16
11066,en,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",6.420433999999999,117.0,Released,A Player Who's About to be Played.,Boomerang,5.4,134,40000000.0,70100000.0,1992-06-30
136795,en,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies.",37.654688,117.0,Released,Action's never been so hot!,The Heat,6.5,1575,43000000.0,158674180.0,2013-06-27
8095,en,"Historical epic. The triumphs and tragedy of the Egyptian queen, Cleopatra.The winner of four Oscars, this epic saga of love, greed and betrayal stars Elizabeth Taylor as the passionate and ambitious Egyptian queen who's determined to hold on to the throne and seduces the Roman emperor Julius Caesar (Rex Harrison). When Caesar is murdered, she redirects her attentions to his general, Marc Antony (Richard Burton), who vows to take power -- but Caesar's successor (Roddy McDowall) has other plans.",13.244365,248.0,Released,The motion picture the world has been waiting for!,Cleopatra,6.7,146,31115000.0,71000000.0,1963-06-12
87826,en,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,26.799913,105.0,Released,No one will fight for his students like Mr. Voss.,Here Comes the Boom,6.0,593,42000000.0,73239258.0,2012-10-11
11560,en,"High powered lawyer Claire Kubik finds her world turned upside down when her husband, who she thought was Tom Kubik, is arrested and is revealed to be Ron Chapman. Chapman is on trial for a murder of Latin American villagers while he was in the Marines. Claire soon learns that to navigate the military justice system, she'll need help from the somewhat unconventional Charlie Grimes.",14.046705,115.0,Released,Everything you trust. Everything you know. May be a lie...,High Crimes,6.1,184,42000000.0,63781810.0,2002-04-03
25189,en,"Rose Morgan (Barbara Streisand), who still lives with her mother (Lauren Bacall), is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin (Jeff Bridges), a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",3.844926,126.0,Released,A story about just how wrong two people can be before they can be right.,The Mirror Has Two Faces,6.5,47,42000000.0,41267469.0,1996-11-15
2637,en,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,14.733513,119.0,Released,What do you see?,The Mothman Prophecies,6.1,305,32000000.0,55157539.0,2002-01-25
18480,en,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,16.122168,83.0,Released,Borat was so 2006,Brüno,5.4,518,42000000.0,138708527.0,2009-07-08
709,en,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,28.221190000000004,133.0,Released,His bad side is a dangerous place to be.,Licence to Kill,5.9,541,32000000.0,156167015.0,1989-07-07
49730,en,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",45.151657,100.0,Released,Who's afraid?,Red Riding Hood,5.6,922,42000000.0,89162162.0,2011-03-11
2749,en,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",15.205371,120.0,Released,America Likes to Watch,15 Minutes,5.7,191,60000000.0,56359980.0,2001-03-01
9607,en,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",14.587367,104.0,Released,This Ain't No Game.,Super Mario Bros.,4.0,232,48000000.0,20915465.0,1993-05-28
1830,en,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",34.828241,122.0,Released,"Where there's a will, there's a weapon",Lord of War,7.0,1335,42000000.0,24127895.0,2005-09-16
79,zh,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,23.607392,99.0,Released,One man's strength will unite an empire.,Hero,7.2,635,31000000.0,177394432.0,2002-12-19
54054,en,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",19.438503,91.0,Released,She's looking for a few not-so-good men,One for the Money,5.3,388,40000000.0,36893721.0,2012-01-26
228967,en,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",74.16801600000001,112.0,Released,The Film Hackers Tried To Get Banned,The Interview,6.1,2304,44000000.0,12342632.0,2014-12-25
46528,en,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",7.349497,100.0,Released,Assassin. Hero. Legend.,The Warrior's Way,6.3,136,42000000.0,11087569.0,2010-12-02
27936,fr,"A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.  Avid movie-watcher and video store clerk Bazil has had his life all but ruined by weapons of war. His father was killed by a landmine in Morocco and one fateful night a stray bullet from a nearby shootout embeds itself in his skull, leaving him on the verge of instantaneous death. Losing his job and his home, Bazil wanders the streets until he meets Slammer, a pardoned convict who introduces him to a band of eccentric junkyard dealers including Calculator, a math expert and statistician, Buster, a record-holder in human cannonball feats, Tiny Pete, an artistic craftsman of automatons, and Elastic Girl, a sassy contortionist. When chance reveals to Bazil the two weapons manufacturers responsible for building the instruments of his destruction, he constructs a complex scheme for revenge that his newfound family is all too happy to help set in motion.",7.663514999999999,100.0,Released,Non Stop Madness,Micmacs,6.8,148,33000000.0,14000000.0,2009-10-28
65,en,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",32.798571,110.0,Released,Every moment is another chance.,8 Mile,6.8,1626,41000000.0,215000000.0,2002-11-08
9476,en,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",36.670398999999996,132.0,Released,He Will Rock You,A Knight's Tale,6.6,907,65000000.0,117487473.0,2001-05-11
10610,en,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,14.653718,88.0,Released,,The Medallion,5.3,281,41000000.0,22108977.0,2003-08-15
745,en,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",73.085576,107.0,Released,Not every gift is a blessing.,The Sixth Sense,7.7,3147,40000000.0,672806292.0,1999-08-06
49527,en,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",34.041407,102.0,Released,You can only push an innocent man so far,Man on a Ledge,6.2,925,42000000.0,46221189.0,2012-01-13
73937,en,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",9.419725999999999,100.0,Released,Everyone is searching for something.,The Big Year,5.6,248,41000000.0,7448385.0,2011-10-13
1885,en,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",28.456571999999998,126.0,Released,Only the 'Old One' could teach him the secrets of the masters.,The Karate Kid,6.9,891,8000000.0,90815558.0,1984-06-22
168672,en,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",49.664128000000005,138.0,Released,Everyone Hustles To Survive,American Hustle,6.8,2807,40000000.0,251171807.0,2013-12-12
18240,en,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",36.238968,108.0,Released,Here comes the bribe...,The Proposal,6.7,1804,40000000.0,317375031.0,2009-06-01
10398,en,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",19.439386,105.0,Released,Murder isn't always a crime.,Double Jeopardy,6.2,278,70000000.0,177841558.0,1999-09-24
165,en,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",43.345252,108.0,Released,"Roads? Where we're going, we don't need roads!",Back to the Future Part II,7.4,3829,40000000.0,332000000.0,1989-11-20
240832,en,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",115.241998,89.0,Released,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Lucy,6.3,5878,40000000.0,126546825.0,2014-07-14
216015,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",98.755657,125.0,Released,Are you curious?,Fifty Shades of Grey,5.2,3254,40000000.0,571006128.0,2015-02-11
12279,en,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",21.998734,84.0,Released,3rd Mission. 3rd Dimension.,Spy Kids 3-D: Game Over,4.7,511,38000000.0,197011982.0,2003-07-25
1645,en,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",25.219804999999997,149.0,Released,Experience a time you'll never forget.,A Time to Kill,7.0,509,40000000.0,152266007.0,1996-07-24
11007,en,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",26.516624,98.0,Released,Growing pains? They've got twelve of them!,Cheaper by the Dozen,6.0,699,40000000.0,190212113.0,2003-12-24
193756,en,"Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.",37.084384,121.0,Released,Based on True Acts of Courage,Lone Survivor,7.4,1526,40000000.0,149295601.0,2013-12-24
11287,en,"Small-town sisters Dottie and Kit join an all-female baseball league formed after World War II brings pro baseball to a standstill. When their team hits the road with its drunken coach, the siblings find troubles and triumphs on and off the field.",21.661027999999998,128.0,Released,"To achieve the incredible, you have to attempt the impossible.",A League of Their Own,6.7,354,40000000.0,107458785.0,1992-07-01
259693,en,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,68.794673,134.0,Released,The next true story from the case files of Ed and Lorraine Warren,The Conjuring 2,7.0,1949,40000000.0,320170008.0,2016-05-13
